Lịch sử,14,,"893110464925
(Hiệu lực)",03/12/2030,Myobamol Forte,,,,Methocarbamol 400mg; Paracetamol 500mg,,719/QĐ-QLD,"03/12/2025
(03/12/2030)",219,Viên nén bao phim,"Hộp 3 vỉ x 10 viên, Hộp 5 vỉ x 10 viên, Hộp 10 vỉ x 10 viên, Nhôm- PVC; Hộp 3 vỉ x 10 viên, Hộp 5 vỉ x 10 viên, Hộp 10 vỉ x 10 viên, Nhôm- nhôm; Chai 30 viên, Chai 60 viên, Chai 100 viên",NSX,36 tháng,Công ty cổ phần dược phẩm Phương Đông,Việt Nam,"Lô số 7, Đường số 2, Khu công nghiệp Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh",Công ty cổ phần dược phẩm Phương Đông,Việt Nam,"Lô số 7, Đường số 2, Khu công nghiệp Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh",Xem chi tiết
Lịch sử,15,,"893110464025
(Hiệu lực)",03/12/2030,Paracetamol 325mg Phenylephrine HCl 5mg Guaifenesin 200mg,,,,Guaifenesin 200mg; Paracetamol 325mg; Phenylephrine HCl 5mg,,719/QĐ-QLD,"03/12/2025
(03/12/2030)",219,Viên nén bao phim,Hộp 5 vỉ x 10 viên; Hộp 20 vỉ x 10 viên; Hộp 2 vỉ x 4 viên; Hộp 20 vỉ x 4 viên,NSX,36 tháng,Công ty cổ phần dược phẩm Nam Hà,Việt Nam,"Số 415 đường Hàn Thuyên, phường Vị Xuyên,Thành phố Nam Định, Tỉnh Nam Định",Công ty cổ phần dược phẩm Nam Hà,Việt Nam,"Số 415 đường Hàn Thuyên, phường Vị Xuyên, Thành phố Nam Định, Tỉnh Nam Định",Xem chi tiết
Lịch sử,16,,"893100462425
(Hiệu lực)",03/12/2030,Mexcold Effer 650,,,,Paracetamol,650mg,719/QĐ-QLD,"03/12/2025
(03/12/2030)",219,Viên nén sủi bọt,Hộp 4 vỉ x 4 viên,NSX,24 tháng,Công ty Cổ phần Dược Phẩm Imexpharm,Việt Nam,"Số 4, đường 30/4, phường 1, thành phố Cao Lãnh, tỉnh Đồng Tháp",Công ty Cổ phần Dược Phẩm Imexpharm,Việt Nam,"Số 4, đường 30/4, phường 1, thành phố Cao Lãnh, tỉnh Đồng Tháp",Xem chi tiết
Lịch sử,17,,"893100459625
(Hiệu lực)",03/12/2030,Eu Parakult 80,,,,Paracetamol 80mg,80mg,719/QĐ-QLD,"03/12/2025
(03/12/2030)",219,Thuốc cốm sủi bọt,"Hộp 10 gói, 20 gói, 24 gói",NSX,36 tháng,Công ty cổ phần dược phẩm công nghệ cao Abipha,Việt Nam,"Lô đất CN- 2, Khu công nghiệp Phú Nghĩa, Xã Phú Nghĩa, Huyện Chương Mỹ, Thành Phố Hà Nội",Công ty cổ phần dược phẩm công nghệ cao Abipha,Việt Nam,"Lô đất CN- 2, Khu công nghiệp Phú Nghĩa, Xã Phú Nghĩa, Huyện Chương Mỹ, Thành Phố Hà Nội",Xem chi tiết
Lịch sử,18,,"893100459125
(Hiệu lực)",03/12/2030,Paracetamol 500 mg/ Ibuprofen 200 mg,,,,Ibuprofen 200mg; Paracetamol 500mg,,719/QĐ-QLD,"03/12/2025
(03/12/2030)",219,Viên nén,"Hộp 10 vỉ x 10 viên, vỉ Al/PVC; Hộp 25 vỉ x 4 viên, vỉ Al/Al",NSX,36 tháng,Công ty cổ phần dược phẩm Boston Việt Nam,Việt Nam,"Số 43, đường số 8, KCN Việt Nam - Singapore, Phường Bình Hòa, Thành phố Thuận An, Tỉnh Bình Dương",Công ty cổ phần dược phẩm Boston Việt Nam,Việt Nam,"Số 43, đường số 8, khu công nghiệp Việt Nam – Singapore, phường Bình Hòa, thành phố Thuận An, tỉnh Bình Dương, Việt Nam (Tòa nhà sản xuất số 1)",Xem chi tiết
Lịch sử,19,,"893110457025
(Hiệu lực)",03/12/2030,Robazef Extra,,,,Methocarbamol 400mg; Paracetamol 325mg,,719/QĐ-QLD,"03/12/2025
(03/12/2030)",219,Viên nén,"Hộp 01 vỉ x 10 viên, Hộp 02 vỉ x 10 viên, Hộp 03 vỉ x 10 viên, Hộp 05 vỉ x 10 viên, Hộp 06 vỉ x 10 viên, Hộp 08 vỉ x 10 viên, Hộp 10 vỉ x 10 viên, Hộp 12 vỉ x 10 viên, Hộp 15 vỉ x 10 viên, Hộp 18 vỉ x 10 viên; Hộp 20 vỉ x 10 viên, Hộp 01 chai x 30 viên, Hộp 01 chai x 50 viên, Hộp 01 chai x 60 viên, Hộp 01 chai x 100 viên, chai 200 viên, chai 300 viên, chai 500 viên",NSX,36 tháng,Công ty cổ phần dược phẩm Agimexpharm,Việt Nam,"27 Nguyễn Thái Học, Phường Mỹ Bình, Thành phố Long Xuyên, Tỉnh An Giang",Chi nhánh Công ty cổ phần dược phẩm Agimexpharm – Bình Hòa,Việt Nam,"Lô C4 KCN Bình Hòa, xã Bình Hòa, huyện Châu Thành, tỉnh An Giang",Xem chi tiết
Lịch sử,20,,"893100454425
(Hiệu lực)",03/12/2030,Apiragan 80,,,,Paracetamol,80mg,719/QĐ-QLD,"03/12/2025
(03/12/2030)",219,Thuốc bột sủi bọt,"Hộp 12 gói x 520mg, Hộp 24 gói x 520mg, Hộp 48 gói x 520mg",NSX,24 tháng,Công ty cổ phần dược Apimed,Việt Nam,"263/9 Lý Thường Kiệt, Phường 15, Quận 11, thành phố Hồ Chí Minh",Công ty cổ phần dược Apimed,Việt Nam,"Đường N1, cụm công nghiệp Phú Thạnh – Vĩnh Thanh, xã Vĩnh Thanh, huyện Nhơn Trạch, tỉnh Đồng Nai",Xem chi tiết
Lịch sử,21,,"893100454325
(Hiệu lực)",03/12/2030,Apiragan 650,,,,Paracetamol,650mg,719/QĐ-QLD,"03/12/2025
(03/12/2030)",219,Viên nén sủi bọt,"Hộp 4 vỉ x 4 viên, Hộp 10 vỉ x 4 viên, vỉ nhôm xé; Hộp 1 tuýp x 12 viên",NSX,24 tháng,Công ty cổ phần dược Apimed,Việt Nam,"263/9 Lý Thường Kiệt, Phường 15, Quận 11, thành phố Hồ Chí Minh",Công ty cổ phần dược Apimed,Việt Nam,"Đường N1, cụm công nghiệp Phú Thạnh – Vĩnh Thanh, xã Vĩnh Thanh, huyện Nhơn Trạch, tỉnh Đồng Nai",Xem chi tiết
Lịch sử,22,,"893100454225
(Hiệu lực)",03/12/2030,Apiragan 250,,,,Paracetamol,250mg,719/QĐ-QLD,"03/12/2025
(03/12/2030)",219,Thuốc bột sủi bọt,"Hộp 12 gói x 1010mg, Hộp 24 gói x 1010mg, Hộp 48 gói x 1010mg",NSX,24 tháng,Công ty cổ phần dược Apimed,Việt Nam,"263/9 Lý Thường Kiệt, Phường 15, Quận 11, thành phố Hồ Chí Minh",Công ty cổ phần dược Apimed,Việt Nam,"Đường N1, cụm công nghiệp Phú Thạnh – Vĩnh Thanh, xã Vĩnh Thanh, huyện Nhơn Trạch, tỉnh Đồng Nai",Xem chi tiết
Lịch sử,23,,"540100430425
(Hiệu lực)",20/10/2030,Algostase Mono 500 mg,,,,Paracetamol,500mg,562/QĐ-QLD,"20/10/2025
(20/10/2030)",126,Viên nén sủi,Hộp 1 Tuýp x 16 Viên,NSX,24,Công ty TNHH Xúc tiến Thương mại Dược phẩm và Đầu tư TV,Việt Nam,"Số 72 Bình Giã, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh",SMB Technology S.A.,Belgium,"Rue du Parc Industriel 39, 6900 Marche-en-Famenne",Xem chi tiết
Lịch sử,24,,"520110427025
(Hiệu lực)",20/10/2030,Apotel Plus®,,,,"Mỗi ống 4ml chứa: Lidocaine HCl 20mg, Paracetamol Micronized inj. Grade (Consider the % purity of the API) 600mg","Mỗi ống 4ml chứa: Lidocaine HCl 20mg, Paracetamol Micronized inj. Grade (Consider the % purity of the API) 600mg",562/QĐ-QLD,"20/10/2025
(20/10/2030)",126,Dung dịch tiêm dùng để tiêm bắp,Hộp 3 ống,NSX,30,Công ty TNHH Dược Tâm Đan,Việt Nam,"A4.4 KDC Everich 3, Đường Phú Thuận, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh",Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.,Greece,"14th km National Road 1, GR-145 64 Kifissia",Xem chi tiết
Lịch sử,25,,"890100424325
(Hiệu lực)",20/10/2030,Paraliq,,,,Paracetamol,500mg,562/QĐ-QLD,"20/10/2025
(20/10/2030)",126,Viên nang mềm,Hộp 2 vỉ x 10 viên; Hộp 3 vỉ x 10 viên; Hộp 5 vỉ x 10 viên; Hộp 10 vỉ x 10 viên,NSX,36,Công ty TNHH Dược phẩm New Far East,Việt Nam,"Số 011 Cao Ốc H1, đường Hoàng Diệu, phường 09, Quận 04, Thành phố Hồ Chí Minh",Olive Healthcare,India,"Unit-II, Plot 163/2, Mahatma Gandhi Udyog Nagar, Dabhel Village, Nani Daman – 396 210",Xem chi tiết
Lịch sử,26,,"890110424225
(Hiệu lực)",20/10/2030,Daunol,,,,"Ibuprofen 200mg, Paracetamol 500mg","Ibuprofen 200mg, Paracetamol 500mg",562/QĐ-QLD,"20/10/2025
(20/10/2030)",126,Viên nang mềm,Hộp 2 vỉ x 10 viên; Hộp 3 vỉ x 10 viên; Hộp 5 vỉ x 10 viên; Hộp 10 vỉ x 10 viên,NSX,30,Công ty TNHH Dược phẩm New Far East,Việt Nam,"Số 011 Cao Ốc H1, đường Hoàng Diệu, phường 09, Quận 04, Thành phố Hồ Chí Minh",Olive Healthcare,India,"Unit-II, Plot 163/2, Mahatma Gandhi Udyog Nagar, Dabhel Village, Nani Daman – 396 210",Xem chi tiết
Lịch sử,27,,"893100403325
(Hiệu lực)",15/08/2030,Parcamol 500 ODT,,,,Paracetamol,500mg,403/QĐ-QLD,"15/08/2025
(15/08/2030)",218,Viên nén phân tán trong miệng,Hộp 5 vỉ x 6 viên,NSX,36 tháng,Công ty TNHH Sinh Dược phẩm Hera,Việt Nam,"Lô A17, Khu công nghiệp Tứ Hạ, phường Tứ Hạ, thị xã Hương Trà, thành phố Huế, tỉnh Thừa Thiên Huế, Việt Nam",Công ty TNHH Sinh Dược phẩm Hera,Việt Nam,"Lô A17, Khu công nghiệp Tứ Hạ, phường Tứ Hạ, thị xã Hương Trà, thành phố Huế, tỉnh Thừa Thiên Huế, Việt Nam",Xem chi tiết
Lịch sử,28,,"893100400925
(Hiệu lực)",15/08/2030,Lafancol 650,,,,Acetaminophen (Paracetamol),650mg,403/QĐ-QLD,"15/08/2025
(15/08/2030)",218,Viên nén,"Hộp 5 vỉ x 10 viên, Hộp 10 vỉ x 10 viên",DĐVN V,24 tháng,Công ty TNHH MTV Dược phẩm LA TERRE FRANCE,Việt Nam,"Lô B3-1, góc đường D4-N1, khu công nghiệp Hựu Thạnh, Xã Hựu Thạnh, Huyện Đức Hòa, Tỉnh Long An, Việt Nam",Công ty TNHH MTV Dược phẩm LA TERRE FRANCE,Việt Nam,"Lô B3-1, góc đường D4-N1, khu công nghiệp Hựu Thạnh, Xã Hựu Thạnh, Huyện Đức Hòa, Tỉnh Long An, Việt Nam",Xem chi tiết
Lịch sử,29,,"893100400825
(Hiệu lực)",15/08/2030,Lafancol 500,,,,Acetaminophen (Paracetamol),500mg,403/QĐ-QLD,"15/08/2025
(15/08/2030)",218,Viên nén,"Hộp 3 vỉ x 10 viên, Hộp 6 vỉ x 10 viên, Hộp 10 vỉ x 10 viên",DĐVN V,24 tháng,Công ty TNHH MTV Dược phẩm LA TERRE FRANCE,Việt Nam,"Lô B3-1, góc đường D4-N1, khu công nghiệp Hựu Thạnh, Xã Hựu Thạnh, Huyện Đức Hòa, Tỉnh Long An, Việt Nam",Công ty TNHH MTV Dược phẩm LA TERRE FRANCE,Việt Nam,"Lô B3-1, góc đường D4-N1, khu công nghiệp Hựu Thạnh, Xã Hựu Thạnh, Huyện Đức Hòa, Tỉnh Long An, Việt Nam",Xem chi tiết
Lịch sử,30,,"893110400725
(Hiệu lực)",15/08/2030,Lafancol 3S EFF,,,,Dextromethorphan hydrobromid 20mg; Paracetamol 650mg; Phenylephrin hydroclorid 10mg,,403/QĐ-QLD,"15/08/2025
(15/08/2030)",218,Viên nén sủi bọt,"Hộp 4 vỉ x 4 viên, Hộp 10 vỉ x 4 viên, Hộp 20 vỉ x 4 viên",NSX,24 tháng,Công ty TNHH MTV Dược phẩm LA TERRE FRANCE,Việt Nam,"Lô B3-1, góc đường D4-N1, khu công nghiệp Hựu Thạnh, Xã Hựu Thạnh, Huyện Đức Hòa, Tỉnh Long An, Việt Nam",Công ty TNHH MTV Dược phẩm LA TERRE FRANCE,Việt Nam,"Lô B3-1, góc đường D4-N1, khu công nghiệp Hựu Thạnh, Xã Hựu Thạnh, Huyện Đức Hòa, Tỉnh Long An, Việt Nam",Xem chi tiết
Lịch sử,31,,"893100393325
(Hiệu lực)",15/08/2030,Dopagan 100mg,,,,Paracetamol,100mg,403/QĐ-QLD,"15/08/2025
(15/08/2030)",218,Viên nén,Chai 100 viên,NSX,24 tháng,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO,Việt Nam,"Số 346 đường Nguyễn Huệ, Phường Mỹ Phú, Thành phố Cao Lãnh, Tỉnh Đồng Tháp, Việt Nam",Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO,Việt Nam,"Số 346 đường Nguyễn Huệ, Phường Mỹ Phú, Thành phố Cao Lãnh, Tỉnh Đồng Tháp, Việt Nam",Xem chi tiết
Lịch sử,32,,"893110389325
(Hiệu lực)",15/08/2030,Datrieuchung- new max cough,,,,Dextromethorphan hydrobromid 10mg; Guaifenesin 200mg; Paracetamol 325mg; Phenylephrin hydroclorid 5mg,,403/QĐ-QLD,"15/08/2025
(15/08/2030)",218,Viên nén bao phim,Hộp 10 vỉ x 10 viên,NSX,36 tháng,Công ty cổ phần liên doanh Dược phẩm Éloge France Việt Nam,Việt Nam,"Số 04, đường Tú Mỡ, Khu phát triển- Khu công nghiệp Quễ Võ, phường Phương Liễu, thị xã Quế Võ, tỉnh Bắc Ninh, Việt Nam",Công ty cổ phần liên doanh Dược phẩm Éloge France Việt Nam,Việt Nam,"Số 04, đường Tú Mỡ, Khu phát triển- Khu công nghiệp Quễ Võ, phường Phương Liễu, thị xã Quế Võ, tỉnh Bắc Ninh, Việt Nam",Xem chi tiết
Lịch sử,33,,"893100387725
(Hiệu lực)",15/08/2030,Paracetamol HD 250 mg,,,,Mỗi gói chứa Paracetamol 250mg,,403/QĐ-QLD,"15/08/2025
(15/08/2030)",218,Thuốc cốm,"Hộp 24 gói x 1,5g",NSX,36 tháng,Công ty cổ phần Dược Vật tư y tế Hải Dương,Việt Nam,"Số 102 phố Chi Lăng, phường Nguyễn Trãi, thành phố Hải Dương, tỉnh Hải Dương, Việt Nam",Nhà máy HDPHARMA EU – Công ty cổ phần Dược vật tư y tế Hải Dương,Việt Nam,"Tầng 2, tòa nhà 4A, Thửa đất số 307, cụm Công nghiệp Cẩm Thượng, phường Cẩm Thượng, TP. Hải Dương, tỉnh Hải Dương, Việt Nam",Xem chi tiết
Lịch sử,34,,"893100387525
(Hiệu lực)",15/08/2030,Hadupara Kids Syrup 120,,,,Paracetamol,"2,4% (w/v)",403/QĐ-QLD,"15/08/2025
(15/08/2030)",218,Siro thuốc,Hộp 10 gói x 5ml; Hộp 20 gói x 5ml; Hộp 30 gói x 5ml; Hộp 20 ống x 5ml; Hộp 30 ống x 5ml; Hộp 1 chai 60ml; Hộp 1 chai 100ml,NSX,36 tháng,Công ty cổ phần Dược Vật tư y tế Hải Dương,Việt Nam,"Số 102 phố Chi Lăng, phường Nguyễn Trãi, thành phố Hải Dương, tỉnh Hải Dương, Việt Nam",Công ty cổ phần Dược Vật tư y tế Hải Dương,Việt Nam,"Số 102 phố Chi Lăng, phường Nguyễn Trãi, thành phố Hải Dương, tỉnh Hải Dương, Việt Nam",Xem chi tiết
Lịch sử,35,,"893100386325
(Hiệu lực)",15/08/2030,Phazandol 650,,,,Paracetamol,650mg,403/QĐ-QLD,"15/08/2025
(15/08/2030)",218,Thuốc bột sủi bọt,"Hộp 20 gói, Hộp 24 gói, Hộp 30 gói",NSX,36 tháng,Công ty cổ phần Dược Phúc Vinh,Việt Nam,"Lô CN 4-6.2 KCN Thạch Thất - Quốc Oai, Xã Phùng Xá, Huyện Thạch Thất, Tp. Hà Nội, Việt Nam",Công ty cổ phần Dược Phúc Vinh,Việt Nam,"Lô CN 4-6.2 KCN Thạch Thất - Quốc Oai, Xã Phùng Xá, Huyện Thạch Thất, Tp. Hà Nội, Việt Nam",Xem chi tiết
Lịch sử,36,,"893100386225
(Hiệu lực)",15/08/2030,Phazandol 250,,,,Paracetamol,250mg,403/QĐ-QLD,"15/08/2025
(15/08/2030)",218,Thuốc bột sủi bọt,"Hộp 20 gói, Hộp 24 gói, Hộp 30 gói",NSX,36 tháng,Công ty cổ phần Dược Phúc Vinh,Việt Nam,"Lô CN 4-6.2 KCN Thạch Thất - Quốc Oai, Xã Phùng Xá, Huyện Thạch Thất, Tp. Hà Nội, Việt Nam",Công ty cổ phần Dược Phúc Vinh,Việt Nam,"Lô CN 4-6.2 KCN Thạch Thất - Quốc Oai, Xã Phùng Xá, Huyện Thạch Thất, Tp. Hà Nội, Việt Nam",Xem chi tiết
Lịch sử,37,,"893100386125
(Hiệu lực)",15/08/2030,Effer phazandol flu,,,,Clorpheniramin maleat 4mg; Paracetamol 650mg; Phenylephrin hydroclorid 10mg,,403/QĐ-QLD,"15/08/2025
(15/08/2030)",218,Viên nén sủi bọt,"Hộp 4 vỉ × 4 viên, Hộp 5 vỉ × 4 viên; Hộp 1 tuýp 10 viên, Hộp 1 tuýp 20 viên",NSX,36 tháng,Công ty cổ phần Dược Phúc Vinh,Việt Nam,"Lô CN 4-6.2 KCN Thạch Thất - Quốc Oai, Xã Phùng Xá, Huyện Thạch Thất, Tp. Hà Nội, Việt Nam",Công ty cổ phần Dược Phúc Vinh,Việt Nam,"Lô CN 4-6.2 KCN Thạch Thất - Quốc Oai, Xã Phùng Xá, Huyện Thạch Thất, Tp. Hà Nội, Việt Nam",Xem chi tiết
